EAN	COD. INVENTARIO	COD. COMERCIAL	DESCRIPCION	EAN	EMPRESA	MARCA	MERCADO	NEGOCIO	CATEGORIA CALIDAD	TIPO FABRICACION	TIPO MERCADO
07796962633211	32LC829FT	9132LC829FT	LCD  32" FULL  HD DIG. NOBLEX	07796962633211	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962633228	32LC831HT	9132LC831HT	LCD  32"  HD DIG. NOBLEX	07796962633228	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962633280	32LC833H	9132LC833H	LCD  32"  HD  NOBLEX	07796962633280	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962643203	32LC837HT	9432LC837HT	LCD 32" HD DIGITAL NOBLEX	07796962643203	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CBU	PROPIA
07796962643234	32LC838FT	9132LC838FT	LCD 32" LCD FULL HD NOBLEX	07796962643234	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962608417	32LC841HT	9132LC841HT	LCD 32" HD DIGITAL NOBLEX	07796962608417	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07798083382474	32LD330MB	9132LD330MB	LED 32" LG SERIE LD330	07798083382474	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083382481	32LD340MB	9132LD340MB	LCD 32" LG SERIE LD340	07798083382481	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083382498	32LD460MA	9132LD460MA	LED 32" LG SERIE LD460	07798083382498	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07796962643272	32LD840FT	9132LD840FT	LED 32" FULL HD DIGITAL NOBLEX	07796962643272	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962604310	32LD843F	9132LD843F	LED 32 FULL HD NOBLEX	07796962604310	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962653240	32LD846HT	9132LD846HT	TV LED 32 HD DIGITAL NOBLEX	07796962653240	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962653295	32LD858HT	9132LD858HT	TV LED 32 HD NOBLEX	07796962653295	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962663201	32LD860HI	9132LD860HI	LED TV 32" HD DIGITAL IPTV NOBLEX	07796962663201	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962663263	32LD867HT	9132LD867HT	LED TV HD NOBLEX (GINGA)	07796962663263	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962673255	32LD867HTU	9432LD867HTU	LED TV 32 HD NOBLEX. (GINGA)	07796962673255	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CBU	PROPIA
07796962663294	32LD868HI	9132LD868HI	LED TV HD NOBLEX (MTK)	07796962663294	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962600077	32LD872HT	9132LD872HT	LED TV 32 HD NOBLEX (DLED)	07796962600077	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962600176	32LD874HT	9132LD874HT	LED TV HD NOBLEX.	07796962600176	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962673286	32LD878HI	9132LD878HI	LED TV SMART HD NOBLEX	07796962673286	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962683223	32LD879HI	9132LD879HI	LED TV SMART HD NOBLEX	07796962683223	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962683261	32LD882DH	9132LD882DH	DLED HD NOBLEX	07796962683261	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07798083382559	32LE5500M	9132LE5500M	LED 32" LG-SERIELE5500	07798083382559	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083383068	32LE5550S	9132LE5550S	LED 32" LG-SERIE LE 5550	07798083383068	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653055481	32LF565B	9132LF565B	TV LG LED 32" Full HD	07790653055481	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653055498	32LF585B	9132LF585B	TV LG LED 32" Smart	07790653055498	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083384232	32LG60URM	9132LG60URMA	LCD 32" LG SCARLET	07798083384232	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083384430	32LH20RMA	9132LH20RMA	LCD 32" LG SERIE MERCURY I	07798083384430	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083384454	32LH30FR	9132LH30FR	LCD 32" LG SERIE LH30	07798083384454	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083384478	32LH70YR	9132LH70YR	LCD 32" LG SERIE LH70	07798083384478	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653057799	32LH510B	9132LH510B	TV LED LG 32"	07790653057799	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653057782	32LH570B	9132LH570B	TV LG 32¿ HD Smart	07790653057782	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653058062	32LH575B	9132LH575B	TV LG 32¿ HD Smart	07790653058062	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653058574	32LJ520B	9132LJ520B	TV LG 32" HD	07790653058574	NEW SAN S.A.	LG	RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653058581	32LJ600B	9132LJ600B	TV LG 32" HD Smart	07790653058581	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083386113	32LK310	9132LK310	LCD 32" LG SERIE LK310	07798083386113	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083386120	32LK311MB	9132LK311MB	LCD 32" LG SERIE LK311	07798083386120	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083386526	32LK330	9132LK330	LCD 32" LG SERIE LK330	07798083386526	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083386137	32LK430	9132LK430	LCD 32" LG SERIE LK430	07798083386137	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083387073	32LK430B-S	9132LK430B-SA	LCD TV 32"(FHD) LK430B	07798083387073	NEW SAN S.A.	LG	RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653059519	32LK615B	9132LK615B	TV LED LG FHD 32LK615B	07790653059519	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653060676	32LM620	9132LM620	32 FHD SMART LG LED TV	07790653060676	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	SA
07798192363630	32LM620PI	9132LM620PI	32 HD SMART LG LED TV	07798192363630	PILISAR S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CBU	SA
07790653060140	32LM630BPSB	9132LM630BPSB	32 HD SMART LG LED TV	07790653060140	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	SA
07798083388155	32LM3400	9132LM3400	TV 32LM3400 32" LED FULL HD 3D	07798083388155	NEW SAN S.A.	LG	RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083388254	32LN540B	9132LN540B	TV LG 32" LED 2013 1280x720	07798083388254	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083388926	32LN570B-SH	9132LN570BSH	TV LG 32 SMART LED	07798083388926	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083387127	32LS3400	9132LS3400SA	LG LED TV HD 32" Serie LS3400	07798083387127	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
-	32LS3500	9132LS3500	LED LG 32" Serie LS3500	-	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
-	32LS5700S	9132LS5700S	LED LG 32" Serie LS5700	-	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083386090	32LV2500	9132LV2500	LCD 32" LG SERIE LV2500	07798083386090	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083386106	32LV3500S	9132LV3500S	LCD 32" LG SERIE LV3500	07798083386106	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
04905524917406	32R425	9132R425	LED SONY BRAVIA KDL-32R425	04905524917406	NEW SAN S.A.	SONY	RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
04905524935332	32R435	9132R435	LED SONY BRAVIA KDL-32R435	04905524935332	NEW SAN S.A.	SONY	RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
04210201072881	32S	9432SF	Series 3 Silver Consumibles	04210201072881	NEW SAN S.A.	BRAUN	RETAIL	CUIDADO MASCULINO	PRIMERA	CBU	SA
07798083382092	32SL80YRM	9132SL80YRM	LCD 32" LG SERIE SL80	07798083382092	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790001001057	32SN	9432SN	Series 3 Silver Consumibles	07790001001057	NEW SAN S.A.	BRAUN	RETAIL	CUIDADO MASCULINO	PRIMERA	CBU	PROPIA
04905524916874	32W655	9132W655	LED SONY BRAVIA KDL_32W655	04905524916874	NEW SAN S.A.	SONY	RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07796962603740	37LC804H	9137LC804H	LCD 37" HD NOBLEX	07796962603740	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962603719	37LC814H	9137LC814H	LCD 37" HD NOBLEX	07796962603719	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07798083384553	37LH20RMA	9137LH20RMA	LCD 37" LG SERIE LH20	07798083384553	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083384560	37LH30FRM	9137LH30FRM	LCD 37" LG SERIE LH30	07798083384560	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
-	39HDILO	9139HDILO	LED TV 39 HD ILO	-	NEW SAN S.A.	ILO	RETAIL	DISPLAYS	PRIMERA	SA	PROPIA
-	39HDN10	9139HDN10	LED TV 39 HD	-	NEW SAN S.A.	GENERAL	RETAIL	DISPLAYS	PRIMERA	CKD	SA
-	39HDNBX	9139HDNBX	LED TV 39 HD Noblex	-	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	SA	PROPIA
-	39HDPHI	9139HDPHI	LED TV 39 HD Philco	-	NEW SAN S.A.	PHILCO	RETAIL	DISPLAYS	PRIMERA	SA	PROPIA
-	39HDSYO	9139HDSYO	LED TV 39 HD Sanyo	-	NEW SAN S.A.	SANYO	RETAIL	DISPLAYS	PRIMERA	SA	PROPIA
07796962603900	39LD862FT	9139LD862FT	LED TV 39" FHD DIGITAL NOBLEX	07796962603900	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962603979	39LD868HT	9139LD868HT	LED TV 39" HD DIGITAL NOBLEX (GINGA)	07796962603979	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962613909	39LD869HI	9139LD869HI	LED TV 39" HD  SMART TV NOBLEX (MTK)	07796962613909	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962613985	39LD869HIM	9139LD869HIM	LED TV 39" HD  SMART TV NOBLEX (MSS)	07796962613985	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962603962	39LDAFAFT	9139LDAFAFT	LED TV 39" FHD DIGITAL NOBLEX	07796962603962	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
04905524740394	40BX425	9140BX425	LCD SONY BRAVIA 40" FULL HD	04905524740394	NEW SAN S.A.	SONY	RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
04905524830460	40BX455	9140BX455	LCD SONY BRAVIA KDL-40BX455	04905524830460	NEW SAN S.A.	SONY	RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
04905524846874	40EX455	9140EX455	LED SONY BRAVIA KDL-40EX455	04905524846874	NEW SAN S.A.	SONY	RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
-	40EX655	9140EX655	LED SONY BRAVIA KDL-40EX655	-	NEW SAN S.A.	SONY	RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
04905524830439	40HX752	9140HX752	LED 3D SONY BRAVIA KDL-40HX752	04905524830439	NEW SAN S.A.	SONY	RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07796962604013	40LD824F	9140LD824F	LED 40" FULL HD NOBLEX	07796962604013	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962604037	40LD835F	9140LD835F	LED 40" FULL HD NOBLEX	07796962604037	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962600220	40LD875FT	9140LD875FT	LED TV 40" FULL HD DIGITAL NOBLEX.	07796962600220	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962604006	40LD880FI	9140LD880FI	LED TV SMART HD NOBLEX	07796962604006	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07790653055504	40LF5700	9140LF5700	TV LG LED 40"	07790653055504	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
04905524935325	40R485	9140R485	LED SONY BRAVIA KDL-40R485	04905524935325	NEW SAN S.A.	SONY	RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
-	42CS560S	9142CS560S	LCD LG 42" Serie CS560	-	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
-	42IPNBX	9142IPNBX	42IPTV SKYWORTH NOBLEX	-	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
-	42IPSYO	9142IPSYO	42IPTV SKYWORTH SANYO	-	NEW SAN S.A.	SANYO	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07798083388179	42LA6130	9142LA6130	TV LG LED 42" 2013	07798083388179	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083389879	42LB5600	9142LB5600	TV LG 42 2014	07798083389879	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083389749	42LB5800	9142LB5800	TV LG 42 Direct FHD Smart 2014	07798083389749	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083389763	42LB6200	9142LB6200	TV LG 42 Direct FHD 3D 2014	07798083389763	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07796962604259	42LC816F	9142LC816F	LCD 42" FULL HD NOBLEX	07796962604259	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962614203	42LC822F	9142LC822F	LCD  42" FULL  HD  NOBLEX	07796962614203	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962614265	42LC830FT	9142LC830FT	LCD  42" FULL  HD  DIG. NOBLEX	07796962614265	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07798083382504	42LD460MA	9142LD460MA	LED 42" LG SERIE LD460	07798083382504	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083382511	42LD650MA	9142LD650MA	LED 42" LG SERIE LD650	07798083382511	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083382535	42LD655SC	9142LD655SC	LCD 42" LG-SERIE LD655	07798083382535	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07796962624240	42LD844F	9142LD844F	LED 42 FULL HD NOBLEX	07796962624240	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962624288	42LD844FB	9142LD844FB	TV LED FULL HD NOBLEX	07796962624288	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962608509	42LD850FI	9142LD850FI	LED TV 42" FHD DIGITAL IPTV NOBLEX	07796962608509	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962634232	42LD859FT	9142LD859FT	LED TV 42" FHD DIGITAL NOBLEX	07796962634232	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962634263	42LD862FI	9142LD862FI	LED TV 42 FHD SMART NOBLEX	07796962634263	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962644224	42LD870FI	9142LD870FI	LED TV 42 FHD SMART NOBLEX	07796962644224	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962654209	42LD870FIM	9142LD870FIM	LED TV 42 FHD SMART NOBLEX	07796962654209	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07796962644248	42LD877FI	9142LD877FI	LED TV 42 FHD SMART NOBLEX	07796962644248	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07798083382597	42LE4600S	9142LE4600S	LED 42" LG-SERIE LE4600	07798083382597	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083382566	42LE5500M	9142LE5500M	LED 42" LG-SERIE LE5500	07798083382566	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083382580	42LE5550S	9142LE5550S	LED 42" LG-SERIE LE5550	07798083382580	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653055528	42LF5850	9142LF5850	TV LG LED 42" Smart	07790653055528	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083384447	42LH20RMA	9142LH20RMA	LCD 42" LG SERIE MERCURY I	07798083384447	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083384461	42LH30FR	9142LH30FR	LCD 42" LG SERIE LH30	07798083384461	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083384485	42LH70YR	9142LH70YR	LCD 42" LG SERIE LH70	07798083384485	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083386144	42LK450SA	9142LK450SA	LCD 42" LG SERIE LK450	07798083386144	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083387134	42LM3400	9142LM3400SB	LG 3D LED TV FHD 42" SERIE LM3400	07798083387134	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083386960	42LM6200	9142LM6200SA	LG 3D Smart LED TV FHD 42" SERIE LM6200	07798083386960	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083386960	42LM6200S	9142LM6200S	LED 3D LG 42" Serie LM6200	07798083386960	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083388186	42LN5400	9142LN5400	TV LED 42" 1080P HDTV	07798083388186	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083388230	42LN5700	9142LN5700	TV LG 42 Smart LED	07798083388230	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083385802	42LV3500S	9142LV3500S	LED 42" LG - SERIE LV3500	07798083385802	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083386175	42LV3700	9142LV3700	LED 42" LG - SERIE LV3700	07798083386175	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
-	42LV5500	9142LV5500	LED 42" LG - SERIE LV5500	-	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083386533	42LW4500S	9142LW4500S	LCD 42" LG SERIE LW4500S	07798083386533	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083386151	42LW5700	9142LW5700	LCD 42" LG SERIE LW5700	07798083386151	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083384492	42PQ30RMA	9142PQ30RMA	PLASMA 42" LG MOD.30	07798083384492	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083384508	42PQ60RMA	9142PQ60RMA	PLASMA 42" LG MOD.60	07798083384508	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
04905524917284	42R475	9142R475	LED SONY BRAVIA KDL-42R475	04905524917284	NEW SAN S.A.	SONY	RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083382108	42SL80YRM	9142SL80YRM	LCD 42" LG SERIE SL80	07798083382108	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07798083382115	42SL90QRM	9142SL90QRM	LCD 42" LG SERIE SL90	07798083382115	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
04905524916867	42W655	9142W655	LED SONY BRAVIA KDL- 42W655	04905524916867	NEW SAN S.A.	SONY	RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
04905524940992	42W805	9142W805	LED SONY BRAVIA KDL- 42W805	04905524940992	NEW SAN S.A.	SONY	RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07796962991786	43A421GSV	9143A421GSV	TV HISENSE 43"	07796962991786	NEW SAN S.A.	HISENSE	RETAIL	DISPLAYS	PRIMERA	CKD	SA
07796962604303	43LD882FI	9143LD882FI	LED TV 43 FHD SMART NOBLEX	07796962604303	NEW SAN S.A.	NOBLEX	RETAIL	DISPLAYS	PRIMERA	CKD	PROPIA
07790653055535	43LF5410	9143LF5410	TV LG LED 43" Full HD	07790653055535	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653058079	43LH5100	9143LH5100	TV LG 43¿ FHD Smart	07790653058079	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653057775	43LH5700	9143LH5700	TV LG 43¿ FHD Smart	07790653057775	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653058567	43LJ5500	9143LJ5500	TV LG 43¿ FHD Smart	07790653058567	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653059526	43LK5700	9143LK5700	TV LED FHD SMART	07790653059526	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07796962984955	43LK5700PSCCONS	9143LK5700PSCCONS	43 FHD SMART LG LED TV	07796962984955	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	SA
07790653060157	43LM6300PSB	9143LM6300PSB	43 FHD SMART LG LED TV	07790653060157	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	SA
07798192366266	43LM6350PI	9143LM6350PI	43 FHD SMART LG LED TV	07798192366266	PILISAR S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CBU	SA
07790653060447	43LM6350PSB	9143LM6350PSB	43 FHD SMART LG LED TV	07790653060447	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	SA
T7790653060447	43LM6350PSB	9743LM6350PSBBAR	43 FHD SMART LG LED TV	T7790653060447	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	SA	SA
07790653057768	43UH6500	9143UH6500	TV LG 43¿ UHD Smart	07790653057768	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653058604	43UJ6560	9143UJ6560	TV LG 43¿ UHD Smart	07790653058604	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07790653059533	43UK6300	9143UK6300	43 UHD 4K SMART WEB OS IPS HDR	07790653059533	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	CORPORATIVO
07796962984948	43UK6300PSBCONS	9143UK6300PSBCONS	43 UHD 4K SMART LG LED TV	07796962984948	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	SA
07798192366259	43UM7360PI	9143UM7360PI	43 UHD 4K SMART LG LED TV	07798192366259	PILISAR S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CBU	SA
07790653060164	43UM7360PSA	9143UM7360PSA	43 UHD 4K SMART LG LED TV	07790653060164	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	SA
T7790653060164	43UM7360PSA	9743UM7360PSABAR	43 UHD 4K SMART LG LED TV	T7790653060164	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	SA	SA
07796962989578	43UM7360PSA-SOP	9643UM7360PSA-SOP	43" - UHD-4K - SMART WEB OS 4.5  -  IPS - HDR + SOPORTE BASCULANTE	07796962989578	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	SA	SA
07790653060683	43UN7310	9143UN7310	43" - ULTRA HD - SMART - HDR	07790653060683	NEW SAN S.A.	LG	LG RETAIL	DISPLAYS	PRIMERA	CKD	SA
